Tube Coefficients,Value
"C_x1,0",0.24285714285714285
"C_x1,1",0.14285714285714285
"C_x2,0",0.24285714285714285
"C_x2,1",0.5714285714285714
Tube Coefficients,Value
"C_x1,0",0.27000657441441095
"C_x1,1",0.14014219970141606
"C_x1,2",0.0
"C_x1,3",4.022138008484149e-06
"C_x2,0",-54.777542534986196
"C_x2,1",9.276844389835407
"C_x2,2",-0.42711678008300025
"C_x2,3",0.006086055680123217
Tube Coefficients,Value
"C_x1,0",1.1881049417574479
"C_x1,1",0.0
"C_x1,2",0.006282485422284278
"C_x1,3",-8.368413074545683e-05
"C_x2,0",17.628837213513027
"C_x2,1",-1.0276977055087715
"C_x2,2",0.018498093778280853
"C_x2,3",0.0
Tube Coefficients,Value
"C_x1,0",8.348501445088917
"C_x1,1",0.0
"C_x1,2",-0.004325509397466046
"C_x1,3",7.347134806565909e-05
"C_x2,0",-911.1811052718591
"C_x2,1",52.856378664666906
"C_x2,2",-1.0003350152882349
"C_x2,3",0.006224017028116995
